50,Новосибирск,Карла Маркса,328,5,30,856,51
51,Санкт-Петербург,Озерная,77,1,23,58,52
52,Екатеринбург,Мичурина,701,2,28,153,53
53,Ижевск,Железнодорожная,246,4,13,654,54
54,Екатеринбург,Рабочая,133,5,4,332,55
55,Новосибирск,Зеленый,862,2,22,430,56
56,Казань,Фрунзе,200,1,29,898,57
57,Астрахань,Чехова,795,1,23,380,58
58,Нижний,Центральная,812,1,3,388,59
59,Рязань,Красноармейская,837,1,4,954,60
60,Тверь,Заводская,782,5,8,426,61
61,Пермь,Садовая,703,3,12,682,62
62,Тольятти,Калинина,118,2,18,682,63
63,Волгоград,Чапаева,571,4,3,246,64
64,Екатеринбург,Дачная,872,4,14,878,65
65,Москва,Зеленый,245,2,1,153,66
66,Самара,Полевая,348,4,27,822,67
67,Новосибирск,Пушкина,695,4,17,400,68
68,Москва,Восточная,249,1,1,949,69
69,Тула,Чапаева,475,1,17,22,70
70,Киров,Фрунзе,689,1,22,117,71
71,Москва,Больничная,634,3,23,446,72
72,Нижний,Матросова,78,1,21,800,73
73,Москва,Спортивная,200,1,7,866,74
74,Уфа,Труда,240,3,2,871,75
75,Санкт-Петербург,Верхняя,384,4,1,619,76
76,Нижний,Новая,699,3,11,860,77
77,Набережные,Трудовая,474,5,26,59,78
78,Санкт-Петербург,Гагарина,232,2,20,883,79
79,Иркутск,Восточная,878,5,8,99,80
80,Казань,Куйбышева,829,5,18,167,81
81,Санкт-Петербург,Больничная,465,5,18,474,82
82,Новосибирск,Школьная,666,4,3,154,83
83,Ярославль,Зеленый,678,2,24,929,84
84,Москва,Зеленый,527,2,17,593,85
85,Москва,Чехова,484,5,2,720,86
86,Екатеринбург,1 Мая,418,5,22,599,87
87,Новосибирск,Интернациональная,411,2,15,181,88
88,Калининград,Клубная,888,4,25,846,89
89,Москва,Куйбышева,184,1,21,506,90
90,Москва,Березовая,716,2,28,396,91
91,Омск,Горная,558,3,25,560,92
92,Екатеринбург,Чапаева,392,4,1,449,93
93,Белгород,Цветочная,176,4,16,929,94
94,Москва,Заводская,3,4,28,365,95
95,Санкт-Петербург,Клубная,299,1,13,382,96
96,Тюмень,Шоссейная,810,5,23,150,97
97,Москва,Энергетиков,878,5,12,253,98
98,Москва,Куйбышева,390,2,14,959,99
99,Нижний,Дружбы,523,4,2,395,100
100,Москва,Сосновая,217,2,11,994,101
101,Махачкала,Красная,435,3,9,364,102
102,Екатеринбург,Степная,72,4,8,498,103
103,Саратов,8 Марта,992,2,13,17,104
104,Москва,Овражная,301,3,23,684,105
105,Пермь,Молодежная,877,3,1,401,106
106,Москва,Кооперативная,10,3,30,490,107
107,Калининград,Степная,785,5,24,844,108
108,Екатеринбург,Луговая,477,5,14,234,109
109,Москва,Садовая,860,5,8,166,110
110,Новосибирск,Березовая,371,5,13,611,111
111,Омск,Молодежная,296,4,12,466,112
112,Нижний,Мира,934,1,22,965,113
113,Новосибирск,Цветочная,529,5,7,179,114
114,Москва,Нагорная,768,1,13,711,115
115,Курск,Строительная,48,3,13,7,116
116,Москва,Интернациональная,100,3,1,539,117
117,Новосибирск,Лесной,624,1,30,707,118
118,Санкт-Петербург,Молодежная,611,4,9,281,119
119,Томск,Первомайская,396,2,5,479,120
120,Санкт-Петербург,Первомайская,266,4,10,656,121
121,Томск,Гагарина,655,5,5,36,122
122,Томск,Чкалова,71,4,22,897,123
123,Москва,Некрасова,726,2,4,939,124
124,Махачкала,Горная,869,2,3,235,125
125,Саратов,Березовая,185,3,20,843,126
126,Киров,Спортивная,4,4,11,904,127
127,Томск,Ленина,85,1,9,683,128
128,Москва,Школьный,451,4,11,549,129
129,Санкт-Петербург,Лермонтова,742,4,21,960,130
130,Нижний,Карла Маркса,300,4,6,663,131
131,Астрахань,Совхозная,828,4,6,843,132
132,Екатеринбург,Юбилейная,44,4,11,981,133
133,Ижевск,Коммунистическая,411,2,11,236,134
134,Сургут,Светлая,823,4,15,604,135
135,Санкт-Петербург,Свердлова,929,5,29,603,136
136,Казань,Трактовая,974,1,30,689,137
137,Москва,Энергетиков,927,1,6,287,138
138,Саратов,Маяковского,898,4,18,206,139
139,Санкт-Петербург,Карла Маркса,781,3,3,68,140
140,Санкт-Петербург,Нагорная,360,4,6,492,141
141,Пенза,Заводская,981,2,11,861,142
142,Иваново,1 Мая,265,4,25,515,143
143,Санкт-Петербург,Дачная,880,1,24,914,144
144,Сочи,Мичурина,492,2,26,255,145
145,Санкт-Петербург,Юбилейная,987,4,23,317,146
146,Рязань,Мичурина,404,5,10,131,147
147,Новосибирск,Свободы,734,4,6,737,148
148,Москва,Заводская,436,4,25,133,149
149,Иркутск,Зеленый,162,2,20,417,150
150,Самара,Озерная,642,4,12,839,151
151,Москва,Солнечная,553,3,1,244,152
152,Нижний,Фрунзе,980,5,21,604,153
153,Санкт-Петербург,Северная,261,4,28,401,154
154,Ижевск,Строительная,507,5,18,462,155
155,Москва,Пролетарская,224,5,13,911,156
156,Екатеринбург,Октябрьская,588,3,24,561,157
157,Набережные,Новая,804,5,22,222,158
158,Уфа,Трудовая,12,4,28,837,159
159,Санкт-Петербург,Победы,859,3,8,593,160
160,Москва,Дзержинского,978,5,1,671,161
161,Москва,Западная,958,2,3,979,162
162,Новосибирск,Партизанская,148,4,7,123,163
163,Екатеринбург,Западная,318,5,12,782,164
164,Санкт-Петербург,Дружбы,525,4,14,196,165
165,Санкт-Петербург,Озерная,507,1,18,80,166
166,Екатеринбург,Комсомольская,898,4,21,893,167
167,Иркутск,Новый,822,4,12,383,168
168,Ульяновск,Коммунистическая,767,3,1,210,169
169,Санкт-Петербург,Заречная,519,5,27,484,170
170,Белгород,Вокзальная,726,2,14,448,171
171,Казань,Комсомольская,451,4,22,596,172
172,Брянск,Заречная,893,2,22,505,173
173,Оренбург,Комсомольская,226,2,21,835,174
174,Москва,Дачная,438,3,17,430,175
175,Саратов,Южная,614,5,1,162,176
176,Новосибирск,Мира,922,5,10,437,177
177,Санкт-Петербург,Клубная,434,2,3,11,178
178,Тверь,Восточная,904,3,19,944,179
179,Воронеж,Горная,168,2,3,659,180
180,Москва,8 Марта,518,4,26,181,181
181,Москва,Дачная,951,5,2,211,182
182,Тула,Вокзальная,724,5,7,769,183
183,Нижний,1 Мая,393,5,13,354,184
184,Нижний,Дружбы,694,5,21,293,185
185,Рязань,Матросова,64,3,29,218,186
186,Астрахань,Чкалова,609,5,26,878,187
187,Москва,Совхозная,620,4,13,769,188
188,Хабаровск,Карла Маркса,418,5,25,203,189
189,Москва,Зеленая,639,5,3,632,190
190,Москва,Партизанская,365,2,30,83,191
191,Новосибирск,Полевая,205,4,24,637,192
192,Новосибирск,Северная,206,2,2,587,193
193,Барнаул,Озерная,36,5,17,3,194
194,Новокузнецк,Зеленая,522,4,23,772,195
195,Ставрополь,Коммунистическая,652,5,1,639,196
196,Уфа,Почтовая,549,3,6,961,197
197,Иваново,Вокзальная,740,2,27,748,198
198,Магнитогорск,Советская,803,5,25,472,199
199,Уфа,Сосновая,442,4,13,409,200
200,Иркутск,Калинина,216,4,12,480,201
201,Тюмень,Партизанская,847,1,5,182,202
202,Санкт-Петербург,Мира,416,3,8,644,203
203,Москва,Куйбышева,10,2,23,714,204
204,Иркутск,Спортивная,752,2,16,765,205
205,Санкт-Петербург,Горная,852,1,21,748,206
206,Сочи,Молодежная,287,2,14,822,207
207,Санкт-Петербург,Чкалова,784,2,24,752,208
208,Санкт-Петербург,Маяковского,16,3,14,67,209
209,Москва,Гагарина,146,3,6,312,210
210,Санкт-Петербург,Новая,429,5,20,231,211
211,Махачкала,Солнечная,693,2,21,150,212
212,Саратов,Матросова,161,3,7,921,213
213,Москва,Карла Маркса,389,4,28,428,214
214,Москва,Колхозная,340,3,14,222,215
215,Москва,Свободы,763,1,18,227,216
216,Новосибирск,Полевая,794,3,6,418,217
217,Москва,Северная,169,3,26,863,218
218,Москва,Кооперативная,954,1,22,771,219
219,Санкт-Петербург,Подгорная,594,1,13,612,220
220,Москва,Коммунистическая,405,5,27,472,221
221,Волгоград,Клубная,372,4,30,72,222
222,Кемерово,Светлая,269,5,9,564,223
223,Санкт-Петербург,Карла Маркса,545,4,11,156,224
224,Санкт-Петербург,Подгорная,938,4,26,311,225
225,Самара,Комсомольская,199,4,24,660,226
226,Тула,Березовая,135,2,24,817,227
227,Владивосток,Цветочная,447,2,6,534,228
228,Челябинск,Нагорная,439,2,13,165,229
229,Москва,Победы,36,2,27,860,230
230,Санкт-Петербург,Лесной,982,3,24,555,231
231,Москва,Вишневая,104,5,17,878,232
232,Москва,Свободы,732,1,17,899,233
233,Чебоксары,Почтовая,177,3,27,857,234
234,Москва,Северная,2,2,17,625,235
235,Екатеринбург,Октябрьская,974,3,1,100,236
236,Екатеринбург,Овражная,612,2,28,220,237
237,Владивосток,Трактовая,197,4,16,270,238
238,Москва,Горького,31,2,13,721,239
239,Астрахань,Колхозная,335,2,24,876,240
240,Новосибирск,Нагорная,834,5,4,473,241
241,Чебоксары,Парковая,289,1,6,882,242
242,Красноярск,Колхозная,762,5,25,267,243
243,Екатеринбург,Свободы,386,5,2,714,244
244,Москва,Калинина,548,2,10,59,245
245,Санкт-Петербург,Колхозная,405,4,17,879,246
246,Сургут,Парковая,93,5,16,527,247
247,Улан-Удэ,Овражная,25,5,24,906,248
248,Саратов,Свердлова,710,5,2,526,249
249,Новосибирск,Некрасова,719,2,5,998,250
250,Москва,Механизаторов,732,1,15,475,251
251,Казань,Майская,519,4,20,250,252
252,Москва,Труда,216,2,29,543,253
253,Москва,Степная,714,3,7,229,254
254,Магнитогорск,Спортивная,156,4,19,17,255
255,Нижний,Коммунистическая,107,2,21,305,256
256,Калининград,Комарова,582,2,30,646,257
257,Калининград,1 Мая,693,5,24,726,258
258,Москва,Западная,321,5,11,741,259
259,Санкт-Петербург,Чехова,689,3,30,329,260
260,Новосибирск,Сосновая,485,3,28,971,261
261,Казань,Фрунзе,745,5,30,305,262
262,Новокузнецк,Колхозная,653,1,3,238,263
263,Санкт-Петербург,Дорожная,91,2,7,779,264
264,Новокузнецк,Маяковского,138,1,16,916,265
265,Москва,Механизаторов,377,4,26,153,266
266,Калининград,8 Марта,800,1,2,622,267
267,Ставрополь,Восточная,222,4,15,560,268
268,Липецк,Совхозная,742,2,2,517,269
269,Тула,Фрунзе,717,5,6,292,270
270,Ижевск,1 Мая,585,3,9,34,271
271,Саратов,Парковая,270,1,25,727,272
272,Санкт-Петербург,Заречная,234,1,15,304,273
273,Санкт-Петербург,Вишневая,936,2,11,368,274
274,Санкт-Петербург,Колхозная,980,2,14,815,275
275,Москва,Родниковая,160,2,6,436,276
276,Сочи,Больничная,188,3,30,945,277
277,Владивосток,Дачная,550,5,15,293,278
278,Москва,Некрасова,887,2,1,795,279
279,Магнитогорск,Южная,39,4,15,270,280
280,Москва,Матросова,292,4,19,951,281
281,Казань,Речная,964,1,4,289,282
282,Москва,Фрунзе,966,5,3,646,283
283,Новосибирск,Береговая,173,5,11,354,284
284,Кемерово,Пушкина,851,2,13,54,285
285,Москва,Мира,650,2,21,403,286
286,Нижний,Верхняя,232,4,18,792,287
287,Нижний,Восточная,124,5,30,139,288
288,Москва,Школьный,421,4,30,945,289
289,Екатеринбург,Красная,361,4,12,73,290
290,Москва,Лесной,446,3,20,672,291
291,Екатеринбург,Дзержинского,672,4,20,61,292
292,Санкт-Петербург,Речная,622,5,2,930,293
293,Чебоксары,Колхозная,684,5,12,487,294
294,Улан-Удэ,Мичурина,126,3,11,225,295
295,Санкт-Петербург,Восточная,989,5,25,25,296
296,Краснодар,Чапаева,119,3,6,563,297
297,Новосибирск,Новая,20,1,30,316,298
298,Санкт-Петербург,Лесной,662,3,21,405,299
299,Санкт-Петербург,8 Марта,64,5,9,573,300
300,Санкт-Петербург,Победы,842,3,22,843,301
301,Рязань,Пушкина,377,5,14,432,302
302,Нижний,Подгорная,229,1,25,911,303
303,Санкт-Петербург,Родниковая,73,3,9,57,304
304,Самара,Дорожная,838,2,5,815,305
305,Тверь,Березовая,472,2,16,583,306
306,Самара,Овражная,314,4,5,795,307
307,Курск,Шоссейная,850,2,14,772,308
308,Рязань,Южная,959,5,1,918,309
309,Тольятти,1 Мая,358,5,17,919,310
310,Ярославль,Дачная,47,2,29,1,311
311,Новокузнецк,Цветочная,446,2,13,130,312
312,Новокузнецк,Куйбышева,291,1,11,679,313
313,Москва,Цветочная,259,4,19,831,314
314,Москва,Шоссейная,981,1,3,963,315
315,Нижний,Трудовая,638,2,13,156,316
316,Нижний,Вокзальная,567,3,11,205,317
317,Тюмень,Горная,442,2,16,951,318
318,Москва,Шоссейная,705,2,9,939,319
319,Москва,Сосновая,287,3,9,203,320
320,Москва,Озерная,569,2,24,133,321
321,Владивосток,Советская,32,2,24,475,322
322,Екатеринбург,Матросова,153,2,21,115,323
323,Казань,Гоголя,854,3,8,934,324
324,Пенза,Кооперативная,352,5,4,691,325
325,Санкт-Петербург,Подгорная,265,2,29,110,326
326,Санкт-Петербург,Чехова,432,2,17,829,327
327,Санкт-Петербург,Советская,634,5,24,260,328
328,Набережные,Садовая,944,3,25,121,329
329,Санкт-Петербург,Мичурина,109,3,17,392,330
330,Санкт-Петербург,Мичурина,40,2,12,641,331
331,Санкт-Петербург,Вишневая,140,1,18,949,332
332,Екатеринбург,Кирова,220,4,9,460,333
333,Санкт-Петербург,Чапаева,852,3,7,932,334
334,Ярославль,Ленина,880,4,13,651,335
335,Нижний,Лесной,947,1,22,325,336
336,Екатеринбург,8 Марта,158,3,14,473,337
337,Москва,Шоссейная,431,4,25,211,338
338,Сургут,Вишневая,600,5,18,402,339
339,Екатеринбург,Пионерская,348,2,10,206,340
340,Нижний,Березовая,580,4,18,534,341
341,Красноярск,Садовый,170,2,13,722,342
342,Екатеринбург,Победы,366,3,20,955,343
343,Екатеринбург,Лесная,982,3,28,939,344
344,Тула,Зеленая,425,3,7,151,345
345,Кемерово,Южная,514,1,9,381,346
346,Москва,Солнечная,637,4,6,12,347
347,Ижевск,Степная,35,1,1,30,348
348,Тольятти,Дорожная,46,1,29,168,349
349,Оренбург,Ленина,560,5,20,646,350
350,Санкт-Петербург,Чкалова,815,2,14,592,351
351,Москва,Пролетарская,735,1,15,550,352
352,Тольятти,Трактовая,559,4,13,513,353
353,Нижний,Некрасова,699,5,15,586,354
354,Нижний,Свердлова,434,5,23,103,355
355,Москва,Первомайская,436,1,10,822,356
356,Москва,Зеленый,147,5,18,286,357
357,Санкт-Петербург,Родниковая,522,5,2,148,358
358,Киров,Заводская,869,3,9,618,359
359,Сургут,Зеленый,763,3,21,380,360
360,Москва,Чапаева,690,1,4,334,361
361,Омск,Садовая,757,2,16,306,362
362,Москва,Вишневая,318,2,21,854,363
363,Москва,Кирова,752,5,19,513,364
364,Омск,Вишневая,616,4,18,192,365
365,Москва,Некрасова,292,2,5,376,366
366,Казань,Чапаева,993,3,16,698,367
367,Владивосток,Кооперативная,239,3,7,430,368
368,Иваново,Труда,573,3,19,789,369
369,Новокузнецк,Зеленая,527,2,7,781,370
370,Москва,Школьный,813,4,12,317,371
371,Барнаул,Школьная,226,4,27,903,372
372,Нижний,1 Мая,295,2,12,35,373
373,Москва,Дачная,172,5,8,696,374
374,Санкт-Петербург,Школьный,423,1,12,206,375
375,Москва,Фрунзе,264,3,22,389,376
376,Тверь,Садовая,155,1,16,915,377
377,Самара,Юбилейная,8,4,16,910,378
378,Екатеринбург,Зеленая,640,2,15,743,379
379,Москва,Сосновая,753,3,5,899,380
380,Новокузнецк,Новая,346,5,11,537,381
381,Москва,Овражная,491,4,15,17,382
382,Чебоксары,Горная,983,4,1,356,383
383,Санкт-Петербург,Степная,741,3,25,902,384
384,Москва,Больничная,100,4,14,788,385
385,Нижний,Вокзальная,942,3,3,44,386
386,Ульяновск,Кирова,533,4,23,729,387
387,Ростов,Почтовая,728,1,9,8,388
388,Уфа,Октябрьская,43,2,24,922,389
389,Набережные,Чехова,740,1,15,302,390
390,Санкт-Петербург,Школьный,660,1,13,894,391
391,Москва,Красная,947,4,3,806,392
392,Пермь,Красная,99,2,7,275,393
393,Санкт-Петербург,Свердлова,804,3,3,176,394
394,Ростов,Горная,76,2,22,177,395
395,Москва,Дружбы,946,2,13,170,396
396,Тверь,Кирова,932,2,27,688,397
397,Екатеринбург,Дзержинского,132,2,30,568,398
398,Москва,Ленина,184,3,17,826,399
399,Москва,Заречная,89,2,9,99,400
400,Новосибирск,Родниковая,420,3,1,79,401
401,Новосибирск,Парковая,91,2,28,345,402
402,Казань,Береговая,197,5,28,526,403
403,Волгоград,Строительная,522,1,10,924,404
404,Москва,Чапаева,889,3,3,827,405
405,Новосибирск,Спортивная,100,5,17,189,406
406,Нижний,Дачная,348,4,13,659,407
407,Калининград,Карла Маркса,342,1,22,115,408
408,Санкт-Петербург,Энергетиков,257,5,2,903,409
409,Москва,Свободы,668,4,2,84,410
410,Москва,Светлая,729,4,1,108,411
411,Москва,Механизаторов,309,5,21,759,412
412,Самара,Колхозная,591,1,20,444,413
413,Санкт-Петербург,Победы,677,3,8,670,414
414,Набережные,Красная,938,5,23,613,415
415,Астрахань,Пушкина,419,3,4,148,416
416,Новосибирск,Зеленый,989,4,22,368,417
417,Барнаул,Победы,211,1,1,508,418
418,Владивосток,Юбилейная,604,3,18,170,419
419,Рязань,Набережная,578,3,27,71,420
420,Пенза,Больничная,240,3,16,127,421
421,Хабаровск,Овражная,764,5,8,131,422
422,Москва,Береговая,682,5,18,827,423
423,Курск,Спортивная,795,1,15,385,424
424,Казань,Московская,388,1,13,586,425
425,Курск,Труда,673,5,22,659,426
426,Казань,Октябрьская,744,1,21,817,427
427,Нижний,Комсомольская,486,1,1,574,428
428,Самара,Майская,753,4,20,61,429
429,Ульяновск,Партизанская,348,1,3,239,430
430,Москва,Свободы,316,1,26,427,431
431,Москва,Луговая,392,5,8,488,432
432,Кемерово,Южная,896,3,8,390,433
433,Воронеж,Новый,510,2,19,392,434
434,Тверь,Горького,387,3,18,221,435
435,Махачкала,Трудовая,433,5,16,270,436
436,Москва,Северная,560,2,16,60,437
437,Новосибирск,Энергетиков,504,2,14,291,438
438,Москва,Механизаторов,590,1,4,38,439
439,Санкт-Петербург,Горького,774,5,4,117,440
440,Москва,Школьный,37,3,27,587,441
441,Иваново,Юбилейная,815,3,9,190,442
442,Екатеринбург,Колхозная,967,1,9,512,443
443,Москва,Лесной,64,2,10,654,444
444,Волгоград,Зеленая,925,2,25,225,445
445,Москва,Зеленая,757,2,3,807,446
446,Ставрополь,Новый,400,2,27,269,447
447,Махачкала,Лесной,269,3,20,164,448
448,Ярославль,Родниковая,133,5,29,620,449
449,Москва,Комсомольская,120,3,27,912,450
450,Новосибирск,Озерная,503,4,22,448,451
451,Новосибирск,Подгорная,924,5,18,214,452
452,Кемерово,Заречная,177,2,9,364,453
453,Казань,Фрунзе,70,2,19,76,454
454,Красноярск,Больничная,896,3,18,585,455
455,Москва,Трудовая,858,3,25,665,456
456,Новосибирск,Светлая,149,4,29,5,457
457,Москва,Комарова,599,4,18,528,458
458,Набережные,Трудовая,237,1,18,917,459
459,Москва,Калинина,9,2,28,106,460
460,Новокузнецк,Маяковского,70,4,23,626,461
461,Москва,Лермонтова,332,2,13,75,462
462,Санкт-Петербург,Совхозная,855,1,7,106,463
463,Москва,Железнодорожная,21,1,9,891,464
464,Чебоксары,Вишневая,46,1,19,584,465
465,Санкт-Петербург,Кооперативная,313,3,4,951,466
466,Нижний,Механизаторов,325,2,3,522,467
467,Москва,Северная,788,1,11,150,468
468,Томск,Степная,828,2,29,619,469
469,Тверь,Дорожная,344,5,6,285,470
470,Екатеринбург,Куйбышева,601,5,28,768,471
471,Махачкала,Красная,790,5,13,838,472
472,Рязань,Больничная,740,2,24,398,473
473,Новосибирск,Чехова,386,1,29,94,474
474,Владивосток,Спортивная,206,4,13,321,475
475,Москва,Цветочная,538,5,10,122,476
476,Санкт-Петербург,Свердлова,36,3,27,441,477
477,Иркутск,Клубная,114,2,28,891,478
478,Новокузнецк,Свободы,990,3,12,608,479
479,Киров,Нагорная,246,2,12,865,480
480,Оренбург,Юбилейная,402,3,29,373,481
481,Санкт-Петербург,Мичурина,684,2,11,319,482
482,Белгород,Победы,330,2,30,189,483
483,Москва,Кирова,519,5,14,935,484
484,Москва,Строителей,701,5,5,748,485
485,Липецк,Вокзальная,625,4,8,913,486
486,Москва,Победы,991,2,23,378,487
487,Екатеринбург,Победы,962,2,20,684,488
488,Москва,Юбилейная,355,5,2,336,489
489,Санкт-Петербург,Гагарина,474,4,20,97,490
490,Санкт-Петербург,Интернациональная,186,5,27,743,491
491,Калининград,Береговая,506,5,2,649,492
492,Пенза,Труда,897,5,8,534,493
493,Санкт-Петербург,Мира,359,1,12,709,494
494,Саратов,8 Марта,181,2,16,9,495
495,Санкт-Петербург,Светлая,959,5,29,428,496
496,Москва,Пролетарская,970,3,12,504,497
497,Москва,Весенняя,842,3,7,190,498
498,Новосибирск,Строителей,307,4,3,490,499
499,Казань,Майская,435,3,26,546,500
500,Санкт-Петербург,Степная,915,3,1,665,501
501,Тольятти,Интернациональная,198,4,28,816,502
502,Санкт-Петербург,Кооперативная,16,3,5,112,503
503,Москва,Пушкина,851,1,10,946,504
504,Челябинск,Ленина,800,1,2,437,505
505,Казань,Овражная,430,1,16,928,506
506,Санкт-Петербург,Горького,669,2,9,111,507
507,Сургут,Светлая,269,2,6,438,508
508,Санкт-Петербург,Комарова,120,5,17,456,509
509,Киров,Пионерская,65,5,2,571,510
510,Екатеринбург,Мира,952,1,10,414,511
511,Москва,Шоссейная,827,3,14,435,512
512,Москва,Октябрьская,555,1,16,641,513
513,Москва,Калинина,341,4,1,574,514
514,Екатеринбург,Речная,246,4,16,905,515
515,Нижний,Северная,456,4,3,588,516
516,Краснодар,Пролетарская,537,3,26,775,517
517,Москва,Подгорная,756,4,22,523,518
518,Санкт-Петербург,Заречная,462,1,11,842,519
519,Улан-Удэ,Дачная,902,3,18,277,520
520,Санкт-Петербург,Новая,313,1,4,640,521
521,Москва,Северная,57,4,10,92,522
522,Санкт-Петербург,Набережная,314,1,2,188,523
523,Барнаул,Пионерская,567,1,17,573,524
524,Санкт-Петербург,Партизанская,849,2,11,702,525
525,Омск,Овражная,140,2,28,384,526
526,Москва,8 Марта,38,4,5,935,527
527,Новосибирск,Интернациональная,406,5,25,486,528
528,Санкт-Петербург,Трудовая,472,1,20,724,529
529,Новосибирск,Строительная,284,2,13,308,530
530,Магнитогорск,Трактовая,758,2,25,122,531
531,Москва,Зеленый,58,4,21,25,532
532,Новосибирск,Юбилейная,193,5,18,247,533
533,Киров,Совхозная,902,1,26,674,534
534,Екатеринбург,Зеленый,474,3,8,938,535
535,Санкт-Петербург,Свободы,818,1,23,542,536
536,Саратов,Мичурина,580,3,15,511,537
537,Москва,Красная,47,3,20,661,538
538,Москва,Советская,49,5,7,620,539
539,Чебоксары,Школьная,919,3,30,711,540
540,Екатеринбург,Победы,507,3,22,838,541
541,Набережные,Зеленый,993,5,20,209,542
542,Москва,Первомайская,336,1,24,684,543
543,Санкт-Петербург,Некрасова,631,3,21,942,544
544,Москва,Восточная,398,1,7,353,545
545,Ростов,Нагорная,848,1,23,78,546
546,Рязань,Новая,730,2,5,37,547
547,Хабаровск,Заводская,812,2,21,503,548
548,Иваново,Шоссейная,910,2,19,104,549
549,Москва,Свердлова,849,4,5,555,550
550,Санкт-Петербург,Чкалова,62,4,4,526,551
551,Москва,Кирова,335,5,7,869,552
552,Москва,Пушкина,957,1,9,874,553
553,Белгород,Куйбышева,805,4,17,662,554
554,Москва,Лермонтова,453,2,29,312,555
555,Новосибирск,Рабочая,57,3,8,850,556
556,Санкт-Петербург,Дружбы,730,1,22,636,557
557,Курск,Строительная,431,4,6,620,558
558,Томск,Садовая,310,3,20,623,559
559,Новосибирск,Солнечная,158,1,5,670,560
560,Москва,Некрасова,356,1,21,524,561
561,Нижний,Калинина,117,3,7,729,562
562,Нижний,Маяковского,647,4,2,324,563
563,Новосибирск,Советская,640,3,30,94,564
564,Казань,Чехова,630,1,28,881,565
565,Санкт-Петербург,Октябрьская,332,1,15,555,566
566,Москва,Вишневая,668,4,30,363,567
567,Москва,Карла Маркса,293,2,15,563,568
568,Новосибирск,Красноармейская,999,3,10,243,569
569,Тольятти,Дружбы,988,2,9,847,570
570,Махачкала,Пушкина,171,1,8,822,571
571,Москва,Гоголя,551,1,16,195,572
572,Москва,Клубная,953,5,15,659,573
573,Москва,Вишневая,269,3,22,353,574
574,Новосибирск,Комарова,842,1,24,989,575
575,Белгород,Вокзальная,112,4,20,45,576
576,Москва,Матросова,763,2,2,803,577
577,Санкт-Петербург,Лермонтова,532,4,14,616,578
578,Иваново,Парковая,822,3,19,595,579
579,Краснодар,Кирова,55,3,20,572,580
580,Ульяновск,Советская,880,4,14,286,581
581,Махачкала,Сосновая,487,5,29,937,582
582,Ставрополь,Московская,726,3,5,277,583
583,Ярославль,Энергетиков,632,4,28,593,584
584,Москва,Октябрьская,571,1,26,637,585
585,Москва,Степная,142,4,29,660,586
586,Москва,Дружбы,585,4,5,320,587
587,Липецк,Дружбы,89,3,26,325,588
588,Санкт-Петербург,Южная,353,2,28,403,589
589,Москва,Юбилейная,43,1,3,672,590
590,Рязань,Родниковая,231,1,10,579,591
591,Курск,Партизанская,545,5,5,716,592
592,Санкт-Петербург,Фрунзе,659,5,22,248,593
